Equipment Code,Elevator or Escalator,Asset Class,Station MRN,Station Name,Station Description,Station Complex MRN,Station Complex Description,Subway Line,Borough,X Coordinate,Y Coordinate,Original Installation Date,Latest Installation Date,Service Status Code,Service Status,Service Life,NYCT Owned,Maintained By,Installer,Revenue Machine,ADA Compliant,Street Access,Exposed to Weather,Escalator Rise,Elevator Rise,Elevator Capacity,Elevator Loading Class,Elevator Number of Landings,Escalator Number of Steps,Escalator Step Width,Elevator Direction Serviced,Elevator Order,Elevator Mezzanine 1 Access,Elevator Mezzanine 2 Access,Elevator Platform Access,Notes,Redundant Elevator,Redundant Elevator Street Access,Redundant Elevator Mezzanine Access,Redundant Elevator Access Between Mezzanines,Redundant Elevator Platform Access,Alternative Route,Georeference
ES627,Escalator,Escalator,471,34ST-HUDSONYARDS-FLS-7,34 St-Hudson Yards - Station,471,,IRT-CC-FLUSHING,Manhattan,40.754982,-74.00103,09/13/2015,09/13/2015,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,30',,,,,110,24,,,,,,Hudson Blvd E (between 33 St & 34 St) to upper mezzanine,,,,,,,POINT (-74.00103 40.754982)
ES222,Escalator,Escalator,227,34ST-HERALDSQ-6AV-B/D/F,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",IND-B-6AV/CULVER,Manhattan,40.74899,-73.988655,12/15/1940,11/25/2006,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,YES,NO,13',,,,,59,40,,,,,,intermediate mezzanine to 32 St & 6th Ave (NW corner),,,,,,,POINT (-73.988655 40.74899)
ES350,Escalator,Escalator,173,HIGHST-8AV-A/C,High St - Station,173,,IND-A-8AV/FULTONST,Brooklyn,40.69956,-73.99108,06/03/1997,06/03/1997,RNOS,Removed-Non Functioning-Out of Service,22,YES,NYCT,OK,YES,,NO,NO,40',,,,,143,32,,,,,,lower mezzanine to upper mezzanine for Cadman Plaza West & Middagh St exit,,,,,,,POINT (-73.99108 40.69956)
EL523,Elevator,Elevator Traction,379,MOSHOLUPKWY-JER-4,Mosholu Pkwy - Station,379,,IRT-J-JEROMEAV,Bronx,40.87975,-73.88466,08/26/2025,08/26/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,YES,,30'-1/16in,2500,,,,,Both,2,+,-,+,Street (SE corner of Jerome Av and E Mosholu Pkwy North) to Transfer Mezzanine & Woodlawn-bound Platform,-,,,,,If you are on the street:   Proceed to the SW corner of W Mosholu Pkwy South & Jerome Av. Then either:   Take a Mott Haven-bound Bx1 or Bx2 to Bedford Park Blvd. Take a Manhattan-bound B or D train to 161 St – Yankee Stadium and transfer to 4 service.  Or take a Mott Haven-bound Bx1 or Bx2 to Fordham Rd. Head west along E 188 St and then west along Fordham Rd to the Fordham Rd 4 station for service in both directions.    If you are on the transfer mezzanine level:   Take a Manhattan-bound 4 to Fordham Rd. Exit the station and proceed east along Fordham Rd to the NE corner of Fordham Rd and Grand Concourse. Take a Riverdale-bound Bx1 or Kingsbridge Heights-bound Bx2 to E Mosholu Pkwy South / Jerome Av.   If you are on the Woodlawn-bound platform:  Take a Woodlawn-bound 4 train to Woodlawn. Transfer to a Manhattan-bound 4 train (trains become Manhattan-bound after Woodlawn),POINT (-73.88466 40.87975)
EL326,Elevator,Elevator Hydraulic,171,WORLDTRADECENTER-8AV-E,World Trade Center - Station,624,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",IND-A-8AV/FULTONST,Manhattan,40.713108,-74.00913,08/27/2018,08/27/2018,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,YES,YES,,13'2in,2100,,2,,,Both,1,-,-,+,Park Pl & Church St (SE corner to E Line access to downtown R/W,+,23X,,,23X,Use another elevator on this level.,POINT (-74.00913 40.713108)
ES372,Escalator,Escalator,330,SOUTHFERRY-7AV-1,South Ferry - Station,635,South Ferry (1)/Whitehall St (R),IRT-V-7AV,Manhattan,40.701656,-74.0131,03/16/2009,06/27/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,8030 mm (26' 4 1/8in),,,,,109,"40in (NOMINAL), 996 mm",,,,,,1 platform to mezzanine for Peter Minuit Plaza exit and R/W service,,,,,,,POINT (-74.0131 40.701656)
ES637X,Escalator,Escalator,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-MM-LEXINGTONAV,Manhattan,40.849506,-73.93359,12/09/2020,12/09/2020,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,,YES,,,,,,,,,,,,,,,,Platform level for Shuttle service to 42 St and Vanderbilt Ave (NE Corner).,,,,,,,POINT (-73.93359 40.849506)
EL519,Elevator,Elevator Hydraulic,305,137ST-CITYCOLLEGE-BWY7-1,137 St-City College - Station,305,,IRT-BB-BROADWAY/7AV,Manhattan,40.821575,-73.95381,,05/01/2026,IFIS,Installed-Functioning-In Service,,YES,Third-Party Contractor,SMARTRISE,YES,YES,YES,YES,,16' - 10in,2500,Passenger,2,,,Northbound,1,-,-,+,Street (NE corner of Broadway and W 137 St) to uptown 1 platform.,-,,,,,If you are on the platform: Take an uptown 1 to Dyckman St. Transfer to a Manhattanville-bound M100 bus (Dyckman St / Nagle Av) to Amsterdam Av / 138 St. Proceed west along 138 St to Broadway for the 137 St – City College 1 station.   If you are on the street: Proceed east along 138 St to Amsterdam Av and take an Inwood-bound M100 bus (Amsterdam Av / 138 St) to Dyckman St / Nagle Av for the Dyckman St 1 station.,POINT (-73.95381 40.821575)
ES367,Escalator,Escalator,172,FULTONST-8AV-A/C,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IND-A-8AV/FULTONST,Manhattan,40.709774,-74.006836,11/12/2013,11/12/2013,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,17' 2in,,,,,72,1000 mm,,,,,,2/3 mezzanine (William St & Fulton St) to transfer mezzanine for A/C & Broad St-bound J/Z service and access to rest of complex,,,,,,,POINT (-74.006836 40.709774)
EL494X,Elevator,Elevator Hydraulic,198,HOWARDBEACH-JFKAIRPORT-RKY-A,Howard Beach-JFK Airport - Station,198,,IND-F-ROCKAWAY,Queens,40.660477,-73.8303,11/01/2011,11/01/2011,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,AM,YES,YES,NO,NO,,,,,,,,Northbound,1,+,-,+,mezzanine to Manhattan-bound platform,+,,495X,,495X,Use an adjacent elevator.,POINT (-73.8303 40.660477)
EL126,Elevator,Elevator Hydraulic,392,125ST-LEX-4/5/6,125 St - Station,392,,IRT-L-LEXINGTONAV,Manhattan,40.80449,-73.93734,11/01/1989,10/26/2016,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,NO,NO,,,2000,Passenger,,,,Both,1,+,-,+,Mezzanine to platforms for service in both directions,-,,,,,"If you are on the mezzanine:  Use elevator to exit station and take a downtown M101 or M103 (Lexington Av and E 124 St). Then either:  For Pelham Bay Park-bound 6 service, take bus to 86 St and use elevator to enter station.  Transfer across the platform at 125th St for Woodlawn-bound 4 or Dyre Av-bound 5 service.   For downtown 6 service, take bus to 51st St and use elevators to enter station.  For downtown 4, 5 or 6, take bus to 42 St-Grand Central and use elevators to enter station.  If you are on the Bronx-bound platform:  Take a Woodlawn-bound 4 to 161 St-Yankee Stadium. Then, use elevators to transfer to a downtown 4 to 125 St. Or, take a Dyre Av-bound 5 to 3 Av-149 St. Then, use elevator to exit station and take a Manhattan-bound M125 (Bergen Av and Westchester Av) to 125 St and Lexington Av.  If you are on the downtown platform:  Take a downtown 6 to 51 St. Then either:  Use elevators to transfer to a Pelham Bay Park-bound 6 to 125 St.  Or, use elevators to exit station and take an uptown M101 or M103 (50 St and 3 Av) to 125 St.",POINT (-73.93734 40.80449)
EL103,Elevator,Elevator Traction,300,191ST-BWY7-1,191 St - Station,300,,IRT-BB-BROADWAY/7AV,Manhattan,40.855427,-73.92941,09/14/1926,11/24/2020,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OTIS,YES,NO,NO,NO,,172’9”,10000,Passenger,3,,,Both,1,+,-,-,191 St & St Nicholas Ave (SW corner) to mezzanine for service in both directions and access to passageway to Broadway & 191 St,+,"104, 105, 106","104, 105, 106",,,Use an adjacent elevator.,POINT (-73.92941 40.855427)
EL220,Elevator,Elevator Hydraulic,015,14ST-UNIONSQ-BWY-N/R/Q,14 St-Union Sq - Station,602,"14 St-Union Sq (L,N,Q,R,4,5,6)",BMT-A-BROADWAY/BRIGHTON,Manhattan,40.735264,-73.990746,05/26/2000,09/26/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,NO,NO,,10' - 2in,2500,Passenger,2,,,Southbound,2,+,-,+,mezzanine to downtown N/Q/R/W platform,-,,,,,"This elevator is out of service for replacement. Read on for alternatives:  If you are on the mezzanine: Take an uptown N, Q, R or W to 34 St-Herald Sq and use elevators to transfer to a downtown N, Q, R or W. Or, exit station and take a westbound M14A or M14D bus to 14 St and 6 Av and transfer to a northbound M7 or M55 bus to 34 St-Herald Sq. If you are on the platform: Take a downtown R or W to City Hall, see agent to cross the platform and transfer to an uptown R or W to 14 St-Union Sq.",POINT (-73.990746 40.735264)
EL109,Elevator,Elevator Traction,301,181ST-BWY7-1,181 St - Station,301,,IRT-BB-BROADWAY/7AV,Manhattan,40.849506,-73.93359,05/01/1959,11/30/2021,IFIS,Installed-Functioning-In Service,22,YES,NYCT,MCE,YES,NO,NO,NO,,103' 5in,9000,Passenger,3,,,Both,3,+,+,-,mezzanine to bridge for service in both directions,+,,"107, 108, 110","107, 108, 110",,Use an adjacent elevator.,POINT (-73.93359 40.849506)
ES304,Escalator,Escalator,353,PRESIDENTST-MEDGAREVERSCOLLEGE-NOS-2/5,President St-Medgar Evers College - Station,353,,IRT-D-NOSTRANDAV,Brooklyn,40.667908,-73.95068,01/10/1939,03/21/2002,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,23',,,,,84,40,,,,,,platform to mezzanine for President St & Nostrand Ave exit,,,,,,,POINT (-73.95068 40.667908)
EL123,Elevator,Elevator Hydraulic,147,175ST-8AV-A,175 St - Station,147,,IND-A-8AV/FULTONST,Manhattan,40.847958,-73.93938,11/01/1989,02/15/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,YES,YES,,22',2100,Passenger,2,,,Both,1,+,-,-,177 St & Fort Washington Ave (NE corner) to mezzanine for service in both directions.,-,,,,,"Proceed to 176 St and Broadway. Then take a downtown Bx7, M5 or M100 (176 St and Broadway) to 168 St station, where A service is available. Take an A train to 168 St, then use elevators to exit station and take an uptown M5 (167 St and Broadway), uptown M100, or Riverdale-bound Bx7 (167 St and St Nicholas Av) to 175 St and Broadway. Proceed one block west to Ft Washington Av.",POINT (-73.93938 40.847958)
EL120,Elevator,Elevator Traction,145,190ST-8AV-A,190 St - Station,145,,IND-A-8AV/FULTONST,Manhattan,40.859013,-73.93404,10/01/1985,11/30/2021,IFIS,Installed-Functioning-In Service,22,YES,NYCT,IMPERIAL,YES,NO,NO,NO,,,10000,Passenger,,,,Both,3,+,+,-,upper mezzanine (Fort Washington Av) to lower mezzanine for service in both directions and access to passageway to Bennett Ave & 190 St,+,,116,116,,Use an adjacent elevator.,POINT (-73.93404 40.859013)
EL215,Elevator,Elevator Hydraulic,318,34ST-PENNSTATION-7AV-1/2/3,34 St-Penn Station - Station,318,,IRT-V-7AV,Manhattan,40.75047,-73.991,12/07/1999,04/07/2022,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,NO,NO,,,2000,Passenger,,,,Both,3,+,-,+,concourse level of Penn Station to platform for 2/3 service in both directions.,-,,,,,"If you are on the mezzanine:  Take an uptown 1 to Times Sq-42 St and transfer across the platform to an uptown 2 or 3 or use elevators to transfer to downtown 2 or 3. If you are on the platform: Take an uptown 2 or 3 to Times Sq-42 St, then either: Use elevators to transfer to a downtown 1 to 34 St-Penn Station. Or, use elevators to exit the station and take an M7 or M20 bus (7 Av between 42 St and 41 St) to 34 St.",POINT (-73.991 40.75047)
EL616,Elevator,Elevator Hydraulic,322,14ST-7AV-1/2/3,14 St - Station,601,"14 St (F,M,1,2,3)/6 Av (L)",IRT-V-7AV,Manhattan,40.737827,-74.0002,11/02/2024,11/02/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,,,,,,Northbound,2,+,-,+,Mezzanine to uptown 1/2/3 platform.,-,,,,,If you are on the mezzanine: Take a downtown 1/2/3 to Chambers St and transfer to an uptown 1/2/3.  If you are on the platform: Take an uptown 1/2/3 to 34 St - Penn Station and transfer to a downtown 1/2/3 to 14 St.,POINT (-74.0002 40.737827)
ES443,Escalator,Escalator,278,JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z,Jamaica Center-Parsons/Archer - Station,278,,IND-D-QUEENS/ARCHERAV,Queens,40.7021,-73.80144,12/01/1988,07/14/2008,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,11',,,,,53,40in,,,,,,E platform to mezzanine for 153 St & Archer Ave exit,,,,,,,POINT (-73.80144 40.7021)
ES639X,Escalator,Escalator,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-MM-LEXINGTONAV,Manhattan,40.849506,-73.93359,12/09/2020,12/09/2020,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,,YES,,,,,,,,,,,,,,,,42 St and Vanderbilt Ave (NE corner) to platform level for Shuttle service.,,,,,,,POINT (-73.93359 40.849506)
ES444,Escalator,Escalator,278,JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z,Jamaica Center-Parsons/Archer - Station,278,,IND-D-QUEENS/ARCHERAV,Queens,40.702084,-73.80143,12/01/1988,07/14/2008,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,11',,,,,53,40in,,,,,,mezzanine (153 St & Archer Ave) to E platform for Queens-bound service,,,,,,,POINT (-73.80143 40.702084)
EL740,Elevator,Elevator Hydraulic,073,NEWUTRECHTAV-SEA-N,New Utrecht Av - Station,615,New Utrecht Av (N)/62 St (D),BMT-E-SEABEACH,Brooklyn,40.62577,-73.99705,07/19/2019,07/19/2019,IFIS,Installed-Functioning-In Service,17,YES,NYCT,,YES,YES,NO,YES,,,,Passenger,,,,Northbound,1,+,-,+,mezzanine to Manhattan-bound D platform,-,,,,,"If you are on the mezzanine: Use elevator at the end of opposite ramp to take a Coney Island-bound D to Coney Island-Stillwell Av.  Then, stay on train or transfer across the platform for a Manhattan-bound D. If you are on the platform: Use the elevator at other end of passageway  to take Coney Island-bound D to Coney Island-Stillwell Av.  Use elevators to access N platform and then either: Use ramp to exit station and take a Windsor Terrace-bound B68 (Stillwell Terminal) to Avenue M.  Then, transfer to a Shore Rd-bound B9 (Avenue M and Coney Island Av) to 60th Street and New Utrecht Av. Or, transfer to Manhattan-bound N.",POINT (-73.99705 40.62577)
EL423,Elevator,Elevator Hydraulic,454,74ST-BROADWAY-FLS-7,74 St-Broadway - Station,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",IRT-C-FLUSHING,Queens,40.746956,-73.89153,01/06/2006,09/26/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,NO,YES,,14' - 9in,2100,Passenger,,,,Southbound,1,+,-,+,mezzanine to Manhattan-bound 7 platform,-,,,,,"If you are on the Manhattan-bound platform:  Take a Manhattan-bound 7 to 61 St-Woodside then either:  Transfer to a Flushing-Main St-bound 7 to 74 St-Broadway.  Or, exit station and take LaGuardia Airport-bound Q70 SBS bus or Rockaway Park-bound Q53 SBS bus (Roosevelt Av at 62 St) to Jackson Hts-Roosevelt Av/74 St-Broadway.  If you are on the Manhattan-bound 7 Mezzanine:  Exit the station and take a Woodside-bound Q70 SBS or Q53 SBS bus to 61 St/Roosevelt Av for the 61 St-Woodside 7 station.",POINT (-73.89153 40.746956)
EL465,Elevator,Elevator Hydraulic,002,ASTORIABLVD-AST-N/Q,Astoria Blvd - Station,2,,BMT-G-ASTORIA,Queens,40.770226,-73.91765,07/24/2020,07/24/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MID-AMERICAN,YES,YES,YES,YES,,15'6in,2600,Passenger,2,,,Both,1,-,+,-,Hoyt Ave South and 31 St (SE corner) to mezzanine for service in both directions,+,EL464,EL464,,,If you are on the street: Proceed to the other elevator at NW corner of Hoyt Ave North and 31 St. If you are on the mezzanine: Contact a station agent to re-enter through the faregate and cross the mezzanine. Exit through the faregate and proceed down the passageway for other elevator on this level.,POINT (-73.91765 40.770226)
EL289X,Elevator,Elevator Traction,163,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,42St/Port Authority-Bus Terminal - Station,611,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",IND-A-8AV/FULTONST,Manhattan,40.75736,-73.98971,01/01/1900,09/01/2011,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,YES,NO,NO,,,,Passenger,,,,Both,2,+,-,-,Port Authority Bus Terminal (8th Ave between 41st St & 42nd St) to mezzanine for A/C/E service in both directions via ramps,+,288X,288X,,,If you are on the street: Use other elevator in mezzanine to Port Authority Bus Terminal. If you are on the mezzanine: Use other elevator in mezzanine to Port Authority Bus Terminal.,POINT (-73.98971 40.75736)
EL499,Elevator,Elevator Hydraulic,203,ROCKAWAYPARK-BEACH116ST-RKY-A/S,Rockaway Park-Beach 116 St - Station,203,,IND-F-ROCKAWAY,Queens,40.580902,-73.835594,04/28/2009,04/28/2009,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MONGRAIN VERTICAL TRANSPORT,NO,YES,NO,NO,,,2500,Passenger,,,,,,,,,Passenger Yard Elevator At Rockaway Park Beach 116 Street,,,,,,,POINT (-73.835594 40.580902)
EL129,Elevator,Elevator Hydraulic,434,3AV-149ST-LWP-2/5,3 Av-149 St - Station,434,,IRT-F-LENOX/WHITEPLAINS,Bronx,40.81598,-73.917984,03/18/1997,04/30/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,OTIS,YES,YES,YES,YES,,15'-7in,2100,Passenger,,,,Northbound,1,-,-,+,3rd Ave & 149 St (SW corner) to Bronx-bound platform,-,,,,,"If you are on the street: Take a Westchester Square-bound Bx4 (Bergen Av and 149 St) to Simpson St 25. If you are on the platform: Take a 241 St-bound 2, or Dyre Av-bound 5 to Simpson St. Then use the elevator to exit the station and take a Hub-bound Bx4 bus (Westchester Av and Simpson St) to 149 St and Bergen Av.",POINT (-73.917984 40.81598)
ES301,Escalator,Escalator,331,PARKPLACE-CLK-2/3,Park Place - Station,624,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",IRT-K-CLARKST,Manhattan,40.712917,-74.0085,06/01/1966,11/14/2025,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,30',,,,,110,40',,,,,,2/3 platform to mezzanine for Park Pl & Broadway exit,,,,,,,POINT (-74.0085 40.712917)
EL173,Elevator,Elevator Hydraulic,,,,,,,Bronx,40.841805,-73.87421,08/18/2010,08/18/2010,IFIS,Installed-Functioning-In Service,17,YES,NYCT,AUTOQUIP,NO,NO,NO,NO,,,,Freight,,,,,,,,,3 Landings,,,,,,,POINT (-73.87421 40.841805)
EL787,Elevator,Elevator Traction,,,,,,,Staten Island,40.57415,-74.116554,09/19/2023,09/19/2023,IFIS,Installed-Functioning-In Service,22,YES,Third-Party Contractor,,YES,YES,YES,YES,,,,,2,,,Southbound,1,+,-,+,Near SE corner of New Dorp Ln and New Dorp Plaza for access to Tottenville-bound platform.,-,,,,,If you are on the street: Follow New Dorp Ln to use EL 788 to take a St. George-bound SIR train to Dongan Hills station. Use ramps to transfer to a Tottenville-bound SIR train.  If you are on the platform:  Take a Tottenville-bound SIR train to Great Kills station and use ramps to transfer to a St. George-bound SIR train to New Dorp station.,POINT (-74.116554 40.57415)
ES322,Escalator,Escalator,173,HIGHST-8AV-A/C,High St - Station,173,,IND-A-8AV/FULTONST,Brooklyn,40.699528,-73.991104,06/24/1933,05/15/2025,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,39' 11/5in,,,,,140,24,,,,,,upper mezzanine (Cadman Plaza West & Middagh St) to lower mezzanine,,,,,,,POINT (-73.991104 40.699528)
ES230,Escalator,Escalator,227,34ST-HERALDSQ-6AV-B/D/F,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",IND-B-6AV/CULVER,Manhattan,40.749756,-73.98772,12/15/1940,11/23/2006,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,30',,,,,110,24,,,,,,uptown B/D/F/M platform to mezzanine for N/Q/R/W service,,,,,,,POINT (-73.98772 40.749756)
ES104,Escalator,Escalator,421,GUNHILLRD-LWP-2/5,Gun Hill Rd - Station,421,,IRT-W-WHITEPLAINSRD,Bronx,40.877785,-73.86631,07/20/1939,10/28/2005,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,YES,NO,20',,,,,78,40,,,,,,mezzanine to Gun Hill Rd & White Plains Rd exit,,,,,,,POINT (-73.86631 40.877785)
EL163,Elevator,Elevator Hydraulic,380,BEDFORDPKBLVD-LEHMANCOLLEGE-JER-4,Bedford Pk Blvd-Lehman College - Station,380,,IRT-JM-JEROMEYD,Bronx,40.878635,-73.88715,01/26/1991,01/26/1991,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,NO,NO,NO,NO,,,2000,Freight,,,,,,,,,Freight Elevator At Jerome Yard,,,,,,,POINT (-73.88715 40.878635)
EL210,Elevator,Elevator Hydraulic,227,34ST-HERALDSQ-6AV-B/D/F,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",IND-B-6AV/CULVER,Manhattan,40.7504,-73.98725,11/22/1993,10/22/2021,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,NO,,27’ 3”,2000,Passenger,2,,,Northbound,1,+,-,+,mezzanine to uptown B/D/F/M platform,-,,,,,"If you are on the mezzanine: Take a downtown B, D, F or M to W 4 St-Washington Sq and use elevators to transfer to an uptown B, D, F or M to 34 St-Herald Sq. Or, take a northbound M5 or M7 bus to 50 St. Transfer to an uptown B, D, F or M. If you are on the platform: Take an uptown B, D, F or M to 47-50 Sts Rockefeller Ctr then either: Use elevators to transfer to a downtown B, D, F or M to 34 St-Herald Sq. Or, exit station and take an eastbound M50 bus (50 St and 6 Av) to 50 St and 5 Av. Transfer to a southbound M2 LTD, M3, or M5 LTD bus and exit at 33 St and 5 Av. Proceed one block west to 34 St-Herald Sq.",POINT (-73.98725 40.7504)
